timestamp,open,high,low,close,volume
1672550820,16512,16513.2,16512,16513.2,16.877
1672550880,16513.2,16514,16513.1,16513.9,40.508
1672550940,16514,16516.9,16513.9,16516.9,85.515
1672551000,16516.9,16517,16516.8,16517,44.101
1672551060,16517,16517,16514.6,16514.6,48.987
1672551120,16514.6,16514.6,16514.5,16514.6,35.016
1672551180,16514.5,16514.6,16514,16514.1,31.688
1672551240,16514.1,16515.5,16514,16515.5,25.713
1672551300,16515.5,16515.5,16515.4,16515.5,32.871
1672551360,16515.4,16515.5,16515.4,16515.5,32.82
1672551420,16515.5,16515.5,16515.4,16515.4,12.367
1672551480,16515.4,16515.5,16515.3,16515.4,19.074
1672551540,16515.4,16515.4,16513.9,16514,16.327
1672551600,16514,16514,16513.9,16513.9,8.603
1672551660,16514,16514,16513,16513.1,29.417
1672551720,16513.1,16513.1,16513,16513.1,13.957
1672551780,16513,16513.1,16513,16513,15.292
1672551840,16513.1,16513.5,16511.7,16513.5,65.599
1672551900,16513.5,16515.3,16513.5,16515.2,33.081
1672551960,16515.3,16518,16515.2,16518,30.284
1672552020,16518,16518,16517.9,16518,39.481
1672552080,16518,16518,16517.9,16517.9,44.314
1672552140,16518,16518,16517.3,16517.4,22.067
1672552200,16517.4,16517.4,16517.3,16517.3,13.386
1672552260,16517.4,16518.9,16517.3,16518.9,67.688
1672552320,16518.9,16518.9,16516.6,16517.9,63.627
1672552380,16517.9,16517.9,16517.8,16517.9,8.273
1672552440,16517.9,16518.9,16517.8,16518.9,21.897
1672552500,16518.9,16519.2,16518.8,16519.2,33.944
1672552560,16519.2,16522.7,16519.1,16522.7,83.156
1672552620,16522.7,16527,16522.6,16527,116.017
1672552680,16526.9,16531.1,16526.9,16527.1,171.773
1672552740,16527,16527.1,16525.6,16525.7,41.754
1672552800,16525.6,16528.6,16525.6,16528.6,112.751
1672552860,16528.6,16529.9,16528.6,16529.9,48.323
1672552920,16529.9,16532.8,16529.8,16532.7,66.545
1672552980,16532.8,16538.4,16532.7,16537.1,163.615
1672553040,16537,16537.1,16537,16537.1,68.219
1672553100,16537,16537.1,16533,16533,121.135
1672553160,16533,16533.1,16533,16533.1,35.912
1672553220,16533.1,16533.1,16528.6,16528.6,67.29
1672553280,16528.6,16528.9,16527.9,16528.8,62.247
1672553340,16528.9,16534.5,16528.8,16534.4,45.57
1672553400,16534.4,16534.5,16534.4,16534.5,22.083
1672553460,16534.5,16534.5,16533.2,16533.2,71.967
1672553520,16533.2,16533.3,16533.2,16533.2,24.883
1672553580,16533.3,16533.3,16533.2,16533.2,31.694
1672553640,16533.2,16533.3,16533.2,16533.2,7.999
1672553700,16533.2,16538.3,16533.2,16538.2,53.027
1672553760,16538.3,16539,16538.2,16538.4,90.313
1672553820,16538.4,16542.8,16538.4,16542.5,105.222
1672553880,16542.6,16545.7,16542.6,16545.3,173.076
1672553940,16545.3,16545.3,16544.6,16545.1,53.8
1672554000,16545.1,16545.1,16539.6,16539.6,115.844
1672554060,16539.7,16539.7,16538.3,16538.3,56.816
1672554120,16538.4,16541,16538.3,16540.7,81.945
1672554180,16540.8,16540.8,16540.7,16540.8,42.218
1672554240,16540.7,16540.8,16538,16539.6,69.917
1672554300,16539.6,16540.3,16539.6,16540.3,33.624
1672554360,16540.3,16540.8,16540.2,16540.8,20.8
1672554420,16540.8,16540.8,16540.7,16540.7,7.765
1672554480,16540.8,16543.5,16540.7,16543.4,61.004
1672554540,16543.4,16543.5,16540.2,16540.3,55.723
1672554600,16540.2,16540.3,16540.2,16540.3,39.788
1672554660,16540.3,16540.3,16539,16539,26.696
1672554720,16539.1,16539.1,16539,16539.1,10.459
1672554780,16539.1,16539.1,16535.1,16535.1,71.854
1672554840,16535.1,16535.2,16535.1,16535.1,18.925
1672554900,16535.2,16535.2,16535.1,16535.1,21.543
1672554960,16535.2,16535.2,16535.1,16535.2,16.78
1672555020,16535.2,16535.2,16535.1,16535.1,17.756
1672555080,16535.1,16537,16535.1,16536.9,24.81
1672555140,16537,16537,16536.9,16537,14.543
1672555200,16537,16537,16536.9,16536.9,22.186
1672555260,16537,16538.8,16536.9,16538.7,17.973
1672555320,16538.8,16539.6,16538.7,16539.5,42.932
1672555380,16539.6,16540,16539.5,16539.9,26.55
1672555440,16539.9,16540.4,16539.9,16540.4,15.88
1672555500,16540.4,16540.7,16540.3,16540.6,23.395
1672555560,16540.7,16541,16540.7,16540.9,25.639
1672555620,16541,16542,16540.9,16542,34.792
1672555680,16541.9,16542,16541.9,16541.9,33.684
1672555740,16542,16542,16540.9,16540.9,29.255
1672555800,16541,16541,16538.6,16538.7,40.746
1672555860,16538.6,16538.7,16536.9,16536.9,39.91
1672555920,16537,16537,16535.4,16535.4,46.896
1672555980,16535.5,16535.5,16535.3,16535.4,19.919
1672556040,16535.3,16535.4,16535.3,16535.4,7.274
1672556100,16535.3,16535.4,16535.3,16535.4,10.593
1672556160,16535.3,16535.4,16535.3,16535.4,22.508
1672556220,16535.3,16535.4,16535.3,16535.3,8.859
1672556280,16535.4,16535.4,16535.3,16535.3,12.35
1672556340,16535.3,16535.4,16535.3,16535.3,10.76
1672556400,16535.3,16537.5,16535.3,16537.5,66.533
1672556460,16537.4,16537.5,16537.4,16537.5,24.113
1672556520,16537.4,16537.5,16537.4,16537.5,34.133
1672556580,16537.5,16537.5,16535.1,16535.1,46.416
1672556640,16535.2,16535.2,16533.8,16533.9,37.994
1672556700,16533.9,16533.9,16521.3,16522.4,536.753
1672556760,16522.4,16523.9,16521.7,16523.8,345.183
1672556820,16523.9,16523.9,16521.8,16522.5,130.848
1672556880,16522.4,16524.8,16522.4,16524.8,369.984
1672556940,16524.8,16528,16524.8,16528,151.804
1672557000,16528,16530.3,16527.9,16530.2,61.284
1672557060,16530.3,16530.3,16516.9,16523.1,192.338
1672557120,16523.2,16523.2,16521.1,16521.1,43.726
1672557180,16521.1,16521.2,16519.5,16519.6,44.583
1672557240,16519.6,16522.9,16519.5,16522.8,33.927
1672557300,16522.9,16522.9,16519.5,16519.5,103.545
1672557360,16519.5,16519.6,16496.5,16504.2,1405.764
1672557420,16504.3,16504.3,16488,16499.7,886.213
1672557480,16499.8,16499.8,16498.4,16498.5,181.137
1672557540,16498.5,16499.9,16498.4,16499.9,115.064
1672557600,16499.9,16499.9,16499.3,16499.4,106.016
1672557660,16499.4,16499.5,16499.3,16499.4,60.275
1672557720,16499.5,16499.9,16499.4,16499.9,56.476
1672557780,16499.9,16499.9,16499.8,16499.9,54.124
1672557840,16499.8,16500,16499.8,16500,102.121
1672557900,16500,16500,16499.9,16500,71.32
1672557960,16500,16500,16498.9,16499,168.484
1672558020,16499,16499,16498.8,16498.9,65.036
1672558080,16498.9,16506.6,16495,16506.6,632.112
1672558140,16506.6,16514.3,16506.5,16514.3,170.834
1672558200,16514.3,16514.3,16509.7,16509.7,142.393
1672558260,16509.7,16509.8,16509.7,16509.8,43.605
1672558320,16509.7,16509.8,16507.6,16507.9,59.105
1672558380,16507.9,16509.7,16507.5,16509.6,72.699
1672558440,16509.7,16510.1,16509.6,16510.1,51.944
1672558500,16510.1,16510.1,16495.1,16501.3,622.154
1672558560,16501.3,16507.6,16501.2,16507.5,96.904
1672558620,16507.6,16509.7,16507.5,16509.6,19.053
1672558680,16509.7,16510.5,16509.6,16510.5,42.177
1672558740,16510.4,16514.2,16510.4,16514.2,36.167
1672558800,16514.2,16515,16514.1,16515,43.402
1672558860,16515,16516.1,16514.9,16516,87.85
1672558920,16516.1,16517.8,16516,16517.7,49.448
1672558980,16517.7,16519.5,16517.7,16519.4,83.982
1672559040,16519.5,16523,16519.5,16520.2,201.141
1672559100,16520.1,16524,16519.1,16520.5,289.259
1672559160,16520.6,16521.2,16520.5,16520.6,54.607
1672559220,16520.6,16520.6,16520.5,16520.6,30.252
1672559280,16520.6,16520.6,16520.5,16520.6,40.171
1672559340,16520.6,16520.6,16520.5,16520.6,19.626
1672559400,16520.6,16522.9,16520.5,16522.9,46.54
1672559460,16522.9,16522.9,16518.9,16519,116.726
1672559520,16519,16519,16514.6,16514.7,72.193
1672559580,16514.6,16514.7,16514.6,16514.7,26.735
1672559640,16514.6,16515.5,16514.6,16515.5,29.488
1672559700,16515.4,16516.7,16515.4,16516.7,36.055
1672559760,16516.7,16522,16516.7,16522,41.379
1672559820,16522,16522.8,16521.9,16522.8,43.804
1672559880,16522.8,16522.8,16522.7,16522.7,16.185
1672559940,16522.8,16522.8,16519.5,16519.6,39.488
1672560000,16519.5,16519.6,16519.5,16519.5,32.685
1672560060,16519.5,16522.2,16519.5,16522.1,85.148
1672560120,16522,16523,16522,16522.9,24.03
1672560180,16523,16523.7,16522.9,16523.7,53.574
1672560240,16523.7,16524.9,16523.7,16524.8,67.608
1672560300,16524.9,16524.9,16524.8,16524.9,22.869
1672560360,16524.9,16524.9,16511.7,16515.2,493.986
1672560420,16515.2,16515.7,16515.1,16515.6,32.272
1672560480,16515.7,16515.7,16512.4,16513.7,133.613
1672560540,16513.7,16513.7,16513.6,16513.7,21.332
1672560600,16513.7,16513.7,16513.6,16513.6,15.782
1672560660,16513.7,16513.7,16513.6,16513.7,22.963
1672560720,16513.6,16513.7,16512.2,16512.2,42.686
1672560780,16512.2,16512.3,16510.8,16510.8,77.404
1672560840,16510.8,16510.9,16510.3,16510.4,46.807
1672560900,16510.3,16510.4,16508.2,16508.3,96.846
1672560960,16508.2,16508.3,16506,16506,77.005
1672561020,16506.1,16506.1,16506,16506.1,40.11
1672561080,16506.1,16513.8,16506,16513.8,257.801
1672561140,16513.8,16513.8,16513.7,16513.8,27.095
1672561200,16513.8,16515.1,16513.7,16515,36.864
